Clase;Grupo;"Cuenta Mayor";Auxiliar;"Sub cuentas del Aux";"Sub cuentas de sub cuenta Aux";Clasificación;"Nombre de la Cuenta"
6;1;2;009;12;17;"Sub cuentas de sub cuenta Aux";"KM MOTOS - SANTA CRUZ DE YOJOA"
6;1;2;009;12;18;"Sub cuentas de sub cuenta Aux";"KM MOTOS - LA CUESTA #2"
6;1;2;009;12;19;"Sub cuentas de sub cuenta Aux";"KM MOTOS - TROJES"
6;1;2;009;12;20;"Sub cuentas de sub cuenta Aux";"KM MOTOS SAN JUAN"
6;1;2;009;12;21;"Sub cuentas de sub cuenta Aux";"KM MOTOS - DANLI 2"
6;1;2;009;12;22;"Sub cuentas de sub cuenta Aux";"KM MOTOS - LEPAERA"
6;1;2;010;00;00;Auxiliar;Publicidad
6;1;2;010;11;00;"Sub cuentas del Aux";"Publicidad KM motos"
6;1;2;010;11;01;"Sub cuentas de sub cuenta Aux";"KM MOTOS COMAYAGUA"
6;1;2;010;11;02;"Sub cuentas de sub cuenta Aux";"KM MOTOS COMAYAGÜELA"
6;1;2;010;11;03;"Sub cuentas de sub cuenta Aux";"KM MOTOS JUTICALPA"
6;1;2;010;11;04;"Sub cuentas de sub cuenta Aux";"KM MOTOS CATACAMAS - OLANCHO"
6;1;2;010;11;05;"Sub cuentas de sub cuenta Aux";"KM MOTOS CATACAMAS 2"
6;1;2;010;11;06;"Sub cuentas de sub cuenta Aux";"KM MOTOS - LA PAZ"
6;1;2;010;11;07;"Sub cuentas de sub cuenta Aux";"KM MOTOS GUALACO"
6;1;2;010;11;08;"Sub cuentas de sub cuenta Aux";"KM MOTOS CULMI"
6;1;2;010;11;09;"Sub cuentas de sub cuenta Aux";"KM MOTOS SPS #1"
6;1;2;010;11;10;"Sub cuentas de sub cuenta Aux";"KM MOTOS SPS 2"
6;1;2;010;11;11;"Sub cuentas de sub cuenta Aux";"KM MOTOS JUTIAPA"
6;1;2;010;11;12;"Sub cuentas de sub cuenta Aux";"KM MOTOS - TOROCAGUA"
6;1;2;010;11;13;"Sub cuentas de sub cuenta Aux";"KM MOTOS TELA"
6;1;2;010;11;14;"Sub cuentas de sub cuenta Aux";"KM MOTOS EL PROGRESO"
6;1;2;010;11;15;"Sub cuentas de sub cuenta Aux";"KM MOTOS TOCOA"
6;1;2;010;11;16;"Sub cuentas de sub cuenta Aux";"KM MOTOS PEÑA BLANCA"
6;1;2;010;11;17;"Sub cuentas de sub cuenta Aux";"KM MOTOS SABA"
6;1;2;010;11;18;"Sub cuentas de sub cuenta Aux";"KM MOTOS - COUNTRY TEGUS"
6;1;2;010;11;19;"Sub cuentas de sub cuenta Aux";"KM MOTOS - EL PROGRESO 2"
6;1;2;010;11;20;"Sub cuentas de sub cuenta Aux";"KM MOTOS - SPS 3"
6;1;2;010;11;21;"Sub cuentas de sub cuenta Aux";"KM MOTOS JUTICALPA 2"
6;1;2;010;11;22;"Sub cuentas de sub cuenta Aux";SAC
6;1;2;010;12;00;"Sub cuentas del Aux";"Publicidad MOTOREPUESTOS TODO EN UNO"
6;1;2;010;12;01;"Sub cuentas de sub cuenta Aux";"COMAYAGUA 2 - ALL IN ONE"
6;1;2;010;12;02;"Sub cuentas de sub cuenta Aux";"KM COMAYAGUA 4 - ALL IN ONE"
6;1;2;010;12;03;"Sub cuentas de sub cuenta Aux";"KM MOTOS COMAYAGUA #5"
6;1;2;010;12;04;"Sub cuentas de sub cuenta Aux";"KM MOTOS COMAYAGUA #6"
6;1;2;010;12;05;"Sub cuentas de sub cuenta Aux";"Comayagua 7"
6;1;2;010;12;06;"Sub cuentas de sub cuenta Aux";"ALL IN ONE - CHOLUTECA"
6;1;2;010;12;07;"Sub cuentas de sub cuenta Aux";"KM MOTOS SIGUATEPEQUE #1"
6;1;2;010;12;08;"Sub cuentas de sub cuenta Aux";"KM MOTOS SAN LORENZO"
6;1;2;010;12;09;"Sub cuentas de sub cuenta Aux";"KM MOTOS LA ESPERANZA #1"
6;1;2;010;12;10;"Sub cuentas de sub cuenta Aux";"KM MOTOS - SANTA ROSA"
6;1;2;010;12;11;"Sub cuentas de sub cuenta Aux";"KM MOTOS - SANTA BARBARA"
6;1;2;010;12;12;"Sub cuentas de sub cuenta Aux";"KM MOTOS - TALANGA"
6;1;2;010;12;13;"Sub cuentas de sub cuenta Aux";"KM MOTOS - AZACUALPA SANTA BARBARA"
6;1;2;010;12;14;"Sub cuentas de sub cuenta Aux";"KM MOTOS - LAS VEGAS SANTA BARBARA"
6;1;2;010;12;15;"Sub cuentas de sub cuenta Aux";"KM MOTOS - SIGUATEPEQUE #2"
6;1;2;010;12;16;"Sub cuentas de sub cuenta Aux";"KM MOTOS - LA ESPERANZA #2"
6;1;2;010;12;17;"Sub cuentas de sub cuenta Aux";"KM MOTOS - CHOLUTECA 2"
6;1;2;010;12;18;"Sub cuentas de sub cuenta Aux";"KM MOTOS - CHOLUTECA 3"
6;1;2;010;12;19;"Sub cuentas de sub cuenta Aux";"KM MOTOS - SANTA ROSA COPAN #2"
6;1;2;010;12;20;"Sub cuentas de sub cuenta Aux";"KM MOTOS - TAULABE"
6;1;2;010;12;21;"Sub cuentas de sub cuenta Aux";"KM MOTOS - JESUS DE OTORO"
6;1;2;010;12;22;"Sub cuentas de sub cuenta Aux";"KM MOTOS - SAN MARCOS"
6;1;2;010;12;23;"Sub cuentas de sub cuenta Aux";"KM MOTOS - SIGUATEPEQUE #3"
6;1;2;010;12;24;"Sub cuentas de sub cuenta Aux";"KM MOTO - QUIMISTAN"
6;1;2;010;13;00;"Sub cuentas del Aux";"Publicidad KM CARS"
6;1;2;010;13;01;"Sub cuentas de sub cuenta Aux";"KM MOTOS - COMAYAGUA #3"
6;1;2;010;13;02;"Sub cuentas de sub cuenta Aux";"KM MOTOS - LA CUESTA #1"
6;1;2;010;13;03;"Sub cuentas de sub cuenta Aux";"KM MOTOS LA LIBERTAD"
6;1;2;010;13;04;"Sub cuentas de sub cuenta Aux";"KM MOTOS - ENTRADA COPAN"
6;1;2;010;13;05;"Sub cuentas de sub cuenta Aux";"KM MOTOS GRACIAS LEMPIRA"
6;1;2;010;13;06;"Sub cuentas de sub cuenta Aux";"KM MOTOS - MARCALA #1"
6;1;2;010;13;07;"Sub cuentas de sub cuenta Aux";"KM MOTOS DANLI"
6;1;2;010;13;08;"Sub cuentas de sub cuenta Aux";"KM MOTOS EL PARAISO"
6;1;2;010;13;09;"Sub cuentas de sub cuenta Aux";"KM MOTOS PUERTO CORTES"
6;1;2;010;13;10;"Sub cuentas de sub cuenta Aux";"KM MOTOS CHOLOMA"
6;1;2;010;13;11;"Sub cuentas de sub cuenta Aux";"KM MOTOS - VILLANUEVA"
6;1;2;010;13;12;"Sub cuentas de sub cuenta Aux";"KM MOTOS LA CEIBA"
6;1;2;010;13;13;"Sub cuentas de sub cuenta Aux";"KM MOTOS - MARCALA 2"
6;1;2;010;13;14;"Sub cuentas de sub cuenta Aux";"KM MOTOS - LA ENTRADA #2"
6;1;2;010;13;15;"Sub cuentas de sub cuenta Aux";"KM MOTOS - YORO, YORO"
6;1;2;010;13;16;"Sub cuentas de sub cuenta Aux";"KM MOTOS - MORAZAN YORO"
6;1;2;010;13;17;"Sub cuentas de sub cuenta Aux";"KM MOTOS - SANTA CRUZ DE YOJOA"
6;1;2;010;13;18;"Sub cuentas de sub cuenta Aux";"KM MOTOS - LA CUESTA #2"
6;1;2;010;13;19;"Sub cuentas de sub cuenta Aux";"KM MOTOS - TROJES"
6;1;2;010;13;20;"Sub cuentas de sub cuenta Aux";"KM MOTOS SAN JUAN"
6;1;2;010;13;21;"Sub cuentas de sub cuenta Aux";"KM MOTOS - DANLI 2"
6;1;2;010;13;22;"Sub cuentas de sub cuenta Aux";"KM MOTOS - LEPAERA"
6;1;2;011;00;00;Auxiliar;"Combustibles y Lubricantes"
6;1;2;011;12;00;"Sub cuentas del Aux";"Combustibles y Lubricantes KM motos"
6;1;2;011;12;01;"Sub cuentas de sub cuenta Aux";"KM MOTOS COMAYAGUA"
6;1;2;011;12;02;"Sub cuentas de sub cuenta Aux";"KM MOTOS COMAYAGÜELA"
6;1;2;011;12;03;"Sub cuentas de sub cuenta Aux";"KM MOTOS JUTICALPA"
6;1;2;011;12;04;"Sub cuentas de sub cuenta Aux";"KM MOTOS CATACAMAS - OLANCHO"
6;1;2;011;12;05;"Sub cuentas de sub cuenta Aux";"KM MOTOS CATACAMAS 2"
6;1;2;011;12;06;"Sub cuentas de sub cuenta Aux";"KM MOTOS - LA PAZ"
6;1;2;011;12;07;"Sub cuentas de sub cuenta Aux";"KM MOTOS GUALACO"
6;1;2;011;12;08;"Sub cuentas de sub cuenta Aux";"KM MOTOS CULMI"
6;1;2;011;12;09;"Sub cuentas de sub cuenta Aux";"KM MOTOS SPS #1"
6;1;2;011;12;10;"Sub cuentas de sub cuenta Aux";"KM MOTOS SPS 2"
6;1;2;011;12;11;"Sub cuentas de sub cuenta Aux";"KM MOTOS JUTIAPA"
6;1;2;011;12;12;"Sub cuentas de sub cuenta Aux";"KM MOTOS - TOROCAGUA"
6;1;2;011;12;13;"Sub cuentas de sub cuenta Aux";"KM MOTOS TELA"
6;1;2;011;12;14;"Sub cuentas de sub cuenta Aux";"KM MOTOS EL PROGRESO"
6;1;2;011;12;15;"Sub cuentas de sub cuenta Aux";"KM MOTOS TOCOA"
6;1;2;011;12;16;"Sub cuentas de sub cuenta Aux";"KM MOTOS PEÑA BLANCA"
6;1;2;011;12;17;"Sub cuentas de sub cuenta Aux";"KM MOTOS SABA"
6;1;2;011;12;18;"Sub cuentas de sub cuenta Aux";"KM MOTOS - COUNTRY TEGUS"
6;1;2;011;12;19;"Sub cuentas de sub cuenta Aux";"KM MOTOS - EL PROGRESO 2"
6;1;2;011;12;20;"Sub cuentas de sub cuenta Aux";"KM MOTOS - SPS 3"
6;1;2;011;12;21;"Sub cuentas de sub cuenta Aux";"KM MOTOS JUTICALPA 2"
6;1;2;011;12;22;"Sub cuentas de sub cuenta Aux";SAC
6;1;2;011;13;00;"Sub cuentas del Aux";"Combustibles y Lubricantes MOTOREPUESTOS TODO EN UNO"
6;1;2;011;13;01;"Sub cuentas de sub cuenta Aux";"COMAYAGUA 2 - ALL IN ONE"
6;1;2;011;13;02;"Sub cuentas de sub cuenta Aux";"KM COMAYAGUA 4 - ALL IN ONE"
6;1;2;011;13;03;"Sub cuentas de sub cuenta Aux";"KM MOTOS COMAYAGUA #5"
6;1;2;011;13;04;"Sub cuentas de sub cuenta Aux";"KM MOTOS COMAYAGUA #6"
6;1;2;011;13;05;"Sub cuentas de sub cuenta Aux";"Comayagua 7"
6;1;2;011;13;06;"Sub cuentas de sub cuenta Aux";"ALL IN ONE - CHOLUTECA"
6;1;2;011;13;07;"Sub cuentas de sub cuenta Aux";"KM MOTOS SIGUATEPEQUE #1"
6;1;2;011;13;08;"Sub cuentas de sub cuenta Aux";"KM MOTOS SAN LORENZO"
6;1;2;011;13;09;"Sub cuentas de sub cuenta Aux";"KM MOTOS LA ESPERANZA #1"
6;1;2;011;13;10;"Sub cuentas de sub cuenta Aux";"KM MOTOS - SANTA ROSA"
6;1;2;011;13;11;"Sub cuentas de sub cuenta Aux";"KM MOTOS - SANTA BARBARA"
6;1;2;011;13;12;"Sub cuentas de sub cuenta Aux";"KM MOTOS - TALANGA"
6;1;2;011;13;13;"Sub cuentas de sub cuenta Aux";"KM MOTOS - AZACUALPA SANTA BARBARA"
6;1;2;011;13;14;"Sub cuentas de sub cuenta Aux";"KM MOTOS - LAS VEGAS SANTA BARBARA"
6;1;2;011;13;15;"Sub cuentas de sub cuenta Aux";"KM MOTOS - SIGUATEPEQUE #2"
6;1;2;011;13;16;"Sub cuentas de sub cuenta Aux";"KM MOTOS - LA ESPERANZA #2"
6;1;2;011;13;17;"Sub cuentas de sub cuenta Aux";"KM MOTOS - CHOLUTECA 2"
6;1;2;011;13;18;"Sub cuentas de sub cuenta Aux";"KM MOTOS - CHOLUTECA 3"
6;1;2;011;13;19;"Sub cuentas de sub cuenta Aux";"KM MOTOS - SANTA ROSA COPAN #2"
6;1;2;011;13;20;"Sub cuentas de sub cuenta Aux";"KM MOTOS - TAULABE"
6;1;2;011;13;21;"Sub cuentas de sub cuenta Aux";"KM MOTOS - JESUS DE OTORO"
6;1;2;011;13;22;"Sub cuentas de sub cuenta Aux";"KM MOTOS - SAN MARCOS"
6;1;2;011;13;23;"Sub cuentas de sub cuenta Aux";"KM MOTOS - SIGUATEPEQUE #3"
6;1;2;011;13;24;"Sub cuentas de sub cuenta Aux";"KM MOTO - QUIMISTAN"
6;1;2;011;14;00;"Sub cuentas del Aux";"Combustibles y Lubricantes KM CARS"
6;1;2;011;14;01;"Sub cuentas de sub cuenta Aux";"KM MOTOS - COMAYAGUA #3"
6;1;2;011;14;02;"Sub cuentas de sub cuenta Aux";"KM MOTOS - LA CUESTA #1"
6;1;2;011;14;03;"Sub cuentas de sub cuenta Aux";"KM MOTOS LA LIBERTAD"
6;1;2;011;14;04;"Sub cuentas de sub cuenta Aux";"KM MOTOS - ENTRADA COPAN"
6;1;2;011;14;05;"Sub cuentas de sub cuenta Aux";"KM MOTOS GRACIAS LEMPIRA"
6;1;2;011;14;06;"Sub cuentas de sub cuenta Aux";"KM MOTOS - MARCALA #1"
6;1;2;011;14;07;"Sub cuentas de sub cuenta Aux";"KM MOTOS DANLI"
6;1;2;011;14;08;"Sub cuentas de sub cuenta Aux";"KM MOTOS EL PARAISO"
6;1;2;011;14;09;"Sub cuentas de sub cuenta Aux";"KM MOTOS PUERTO CORTES"
6;1;2;011;14;10;"Sub cuentas de sub cuenta Aux";"KM MOTOS CHOLOMA"
6;1;2;011;14;11;"Sub cuentas de sub cuenta Aux";"KM MOTOS - VILLANUEVA"
6;1;2;011;14;12;"Sub cuentas de sub cuenta Aux";"KM MOTOS LA CEIBA"
6;1;2;011;14;13;"Sub cuentas de sub cuenta Aux";"KM MOTOS - MARCALA 2"
6;1;2;011;14;14;"Sub cuentas de sub cuenta Aux";"KM MOTOS - LA ENTRADA #2"
6;1;2;011;14;15;"Sub cuentas de sub cuenta Aux";"KM MOTOS - YORO, YORO"
6;1;2;011;14;16;"Sub cuentas de sub cuenta Aux";"KM MOTOS - MORAZAN YORO"
6;1;2;011;14;17;"Sub cuentas de sub cuenta Aux";"KM MOTOS - SANTA CRUZ DE YOJOA"
6;1;2;011;14;18;"Sub cuentas de sub cuenta Aux";"KM MOTOS - LA CUESTA #2"
6;1;2;011;14;19;"Sub cuentas de sub cuenta Aux";"KM MOTOS - TROJES"
6;1;2;011;14;20;"Sub cuentas de sub cuenta Aux";"KM MOTOS SAN JUAN"
6;1;2;011;14;21;"Sub cuentas de sub cuenta Aux";"KM MOTOS - DANLI 2"
6;1;2;011;14;22;"Sub cuentas de sub cuenta Aux";"KM MOTOS - LEPAERA"
6;1;2;012;00;00;Auxiliar;"Reparacion de Vehiculo"
6;1;2;012;13;00;"Sub cuentas del Aux";"Reparacion de Vehiculo KM motos"
6;1;2;012;13;01;"Sub cuentas de sub cuenta Aux";"KM MOTOS COMAYAGUA"
6;1;2;012;13;02;"Sub cuentas de sub cuenta Aux";"KM MOTOS COMAYAGÜELA"
6;1;2;012;13;03;"Sub cuentas de sub cuenta Aux";"KM MOTOS JUTICALPA"
6;1;2;012;13;04;"Sub cuentas de sub cuenta Aux";"KM MOTOS CATACAMAS - OLANCHO"
6;1;2;012;13;05;"Sub cuentas de sub cuenta Aux";"KM MOTOS CATACAMAS 2"
6;1;2;012;13;06;"Sub cuentas de sub cuenta Aux";"KM MOTOS - LA PAZ"
6;1;2;012;13;07;"Sub cuentas de sub cuenta Aux";"KM MOTOS GUALACO"
6;1;2;012;13;08;"Sub cuentas de sub cuenta Aux";"KM MOTOS CULMI"
6;1;2;012;13;09;"Sub cuentas de sub cuenta Aux";"KM MOTOS SPS #1"
6;1;2;012;13;10;"Sub cuentas de sub cuenta Aux";"KM MOTOS SPS 2"
6;1;2;012;13;11;"Sub cuentas de sub cuenta Aux";"KM MOTOS JUTIAPA"
6;1;2;012;13;12;"Sub cuentas de sub cuenta Aux";"KM MOTOS - TOROCAGUA"
6;1;2;012;13;13;"Sub cuentas de sub cuenta Aux";"KM MOTOS TELA"
6;1;2;012;13;14;"Sub cuentas de sub cuenta Aux";"KM MOTOS EL PROGRESO"
6;1;2;012;13;15;"Sub cuentas de sub cuenta Aux";"KM MOTOS TOCOA"
6;1;2;012;13;16;"Sub cuentas de sub cuenta Aux";"KM MOTOS PEÑA BLANCA"
6;1;2;012;13;17;"Sub cuentas de sub cuenta Aux";"KM MOTOS SABA"
6;1;2;012;13;18;"Sub cuentas de sub cuenta Aux";"KM MOTOS - COUNTRY TEGUS"
6;1;2;012;13;19;"Sub cuentas de sub cuenta Aux";"KM MOTOS - EL PROGRESO 2"
6;1;2;012;13;20;"Sub cuentas de sub cuenta Aux";"KM MOTOS - SPS 3"
6;1;2;012;13;21;"Sub cuentas de sub cuenta Aux";"KM MOTOS JUTICALPA 2"
6;1;2;012;13;22;"Sub cuentas de sub cuenta Aux";SAC
6;1;2;012;14;00;"Sub cuentas del Aux";"Reparacion de Vehiculo MOTOREPUESTOS TODO EN UNO"
6;1;2;012;14;01;"Sub cuentas de sub cuenta Aux";"COMAYAGUA 2 - ALL IN ONE"
6;1;2;012;14;02;"Sub cuentas de sub cuenta Aux";"KM COMAYAGUA 4 - ALL IN ONE"
6;1;2;012;14;03;"Sub cuentas de sub cuenta Aux";"KM MOTOS COMAYAGUA #5"
6;1;2;012;14;04;"Sub cuentas de sub cuenta Aux";"KM MOTOS COMAYAGUA #6"
6;1;2;012;14;05;"Sub cuentas de sub cuenta Aux";"Comayagua 7"
6;1;2;012;14;06;"Sub cuentas de sub cuenta Aux";"ALL IN ONE - CHOLUTECA"
6;1;2;012;14;07;"Sub cuentas de sub cuenta Aux";"KM MOTOS SIGUATEPEQUE #1"
6;1;2;012;14;08;"Sub cuentas de sub cuenta Aux";"KM MOTOS SAN LORENZO"
6;1;2;012;14;09;"Sub cuentas de sub cuenta Aux";"KM MOTOS LA ESPERANZA #1"
6;1;2;012;14;10;"Sub cuentas de sub cuenta Aux";"KM MOTOS - SANTA ROSA"
6;1;2;012;14;11;"Sub cuentas de sub cuenta Aux";"KM MOTOS - SANTA BARBARA"
6;1;2;012;14;12;"Sub cuentas de sub cuenta Aux";"KM MOTOS - TALANGA"
6;1;2;012;14;13;"Sub cuentas de sub cuenta Aux";"KM MOTOS - AZACUALPA SANTA BARBARA"
6;1;2;012;14;14;"Sub cuentas de sub cuenta Aux";"KM MOTOS - LAS VEGAS SANTA BARBARA"
6;1;2;012;14;15;"Sub cuentas de sub cuenta Aux";"KM MOTOS - SIGUATEPEQUE #2"
6;1;2;012;14;16;"Sub cuentas de sub cuenta Aux";"KM MOTOS - LA ESPERANZA #2"
6;1;2;012;14;17;"Sub cuentas de sub cuenta Aux";"KM MOTOS - CHOLUTECA 2"
6;1;2;012;14;18;"Sub cuentas de sub cuenta Aux";"KM MOTOS - CHOLUTECA 3"
6;1;2;012;14;19;"Sub cuentas de sub cuenta Aux";"KM MOTOS - SANTA ROSA COPAN #2"
6;1;2;012;14;20;"Sub cuentas de sub cuenta Aux";"KM MOTOS - TAULABE"
6;1;2;012;14;21;"Sub cuentas de sub cuenta Aux";"KM MOTOS - JESUS DE OTORO"
6;1;2;012;14;22;"Sub cuentas de sub cuenta Aux";"KM MOTOS - SAN MARCOS"
6;1;2;012;14;23;"Sub cuentas de sub cuenta Aux";"KM MOTOS - SIGUATEPEQUE #3"
6;1;2;012;14;24;"Sub cuentas de sub cuenta Aux";"KM MOTO - QUIMISTAN"
6;1;2;012;15;00;"Sub cuentas del Aux";"Reparacion de Vehiculo KM CARS"
6;1;2;012;15;01;"Sub cuentas de sub cuenta Aux";"KM MOTOS - COMAYAGUA #3"
6;1;2;012;15;02;"Sub cuentas de sub cuenta Aux";"KM MOTOS - LA CUESTA #1"
6;1;2;012;15;03;"Sub cuentas de sub cuenta Aux";"KM MOTOS LA LIBERTAD"
6;1;2;012;15;04;"Sub cuentas de sub cuenta Aux";"KM MOTOS - ENTRADA COPAN"
6;1;2;012;15;05;"Sub cuentas de sub cuenta Aux";"KM MOTOS GRACIAS LEMPIRA"
6;1;2;012;15;06;"Sub cuentas de sub cuenta Aux";"KM MOTOS - MARCALA #1"
6;1;2;012;15;07;"Sub cuentas de sub cuenta Aux";"KM MOTOS DANLI"
6;1;2;012;15;08;"Sub cuentas de sub cuenta Aux";"KM MOTOS EL PARAISO"
6;1;2;012;15;09;"Sub cuentas de sub cuenta Aux";"KM MOTOS PUERTO CORTES"
6;1;2;012;15;10;"Sub cuentas de sub cuenta Aux";"KM MOTOS CHOLOMA"
6;1;2;012;15;11;"Sub cuentas de sub cuenta Aux";"KM MOTOS - VILLANUEVA"
6;1;2;012;15;12;"Sub cuentas de sub cuenta Aux";"KM MOTOS LA CEIBA"
6;1;2;012;15;13;"Sub cuentas de sub cuenta Aux";"KM MOTOS - MARCALA 2"
6;1;2;012;15;14;"Sub cuentas de sub cuenta Aux";"KM MOTOS - LA ENTRADA #2"
6;1;2;012;15;15;"Sub cuentas de sub cuenta Aux";"KM MOTOS - YORO, YORO"
6;1;2;012;15;16;"Sub cuentas de sub cuenta Aux";"KM MOTOS - MORAZAN YORO"
6;1;2;012;15;17;"Sub cuentas de sub cuenta Aux";"KM MOTOS - SANTA CRUZ DE YOJOA"
6;1;2;012;15;18;"Sub cuentas de sub cuenta Aux";"KM MOTOS - LA CUESTA #2"
6;1;2;012;15;19;"Sub cuentas de sub cuenta Aux";"KM MOTOS - TROJES"
6;1;2;012;15;20;"Sub cuentas de sub cuenta Aux";"KM MOTOS SAN JUAN"
6;1;2;012;15;21;"Sub cuentas de sub cuenta Aux";"KM MOTOS - DANLI 2"
6;1;2;012;15;22;"Sub cuentas de sub cuenta Aux";"KM MOTOS - LEPAERA"
6;1;2;013;00;00;Auxiliar;Envios
6;1;2;013;14;00;"Sub cuentas del Aux";"Envios KM motos"
6;1;2;013;14;01;"Sub cuentas de sub cuenta Aux";"KM MOTOS COMAYAGUA"
6;1;2;013;14;02;"Sub cuentas de sub cuenta Aux";"KM MOTOS COMAYAGÜELA"
6;1;2;013;14;03;"Sub cuentas de sub cuenta Aux";"KM MOTOS JUTICALPA"
6;1;2;013;14;04;"Sub cuentas de sub cuenta Aux";"KM MOTOS CATACAMAS - OLANCHO"
6;1;2;013;14;05;"Sub cuentas de sub cuenta Aux";"KM MOTOS CATACAMAS 2"
6;1;2;013;14;06;"Sub cuentas de sub cuenta Aux";"KM MOTOS - LA PAZ"
6;1;2;013;14;07;"Sub cuentas de sub cuenta Aux";"KM MOTOS GUALACO"
6;1;2;013;14;08;"Sub cuentas de sub cuenta Aux";"KM MOTOS CULMI"
6;1;2;013;14;09;"Sub cuentas de sub cuenta Aux";"KM MOTOS SPS #1"
6;1;2;013;14;10;"Sub cuentas de sub cuenta Aux";"KM MOTOS SPS 2"
6;1;2;013;14;11;"Sub cuentas de sub cuenta Aux";"KM MOTOS JUTIAPA"
6;1;2;013;14;12;"Sub cuentas de sub cuenta Aux";"KM MOTOS - TOROCAGUA"
6;1;2;013;14;13;"Sub cuentas de sub cuenta Aux";"KM MOTOS TELA"
6;1;2;013;14;14;"Sub cuentas de sub cuenta Aux";"KM MOTOS EL PROGRESO"
6;1;2;013;14;15;"Sub cuentas de sub cuenta Aux";"KM MOTOS TOCOA"
6;1;2;013;14;16;"Sub cuentas de sub cuenta Aux";"KM MOTOS PEÑA BLANCA"
6;1;2;013;14;17;"Sub cuentas de sub cuenta Aux";"KM MOTOS SABA"
6;1;2;013;14;18;"Sub cuentas de sub cuenta Aux";"KM MOTOS - COUNTRY TEGUS"
6;1;2;013;14;19;"Sub cuentas de sub cuenta Aux";"KM MOTOS - EL PROGRESO 2"
6;1;2;013;14;20;"Sub cuentas de sub cuenta Aux";"KM MOTOS - SPS 3"
6;1;2;013;14;21;"Sub cuentas de sub cuenta Aux";"KM MOTOS JUTICALPA 2"
6;1;2;013;14;22;"Sub cuentas de sub cuenta Aux";SAC
6;1;2;013;15;00;"Sub cuentas del Aux";"Envios MOTOREPUESTOS TODO EN UNO"
6;1;2;013;15;01;"Sub cuentas de sub cuenta Aux";"COMAYAGUA 2 - ALL IN ONE"
6;1;2;013;15;02;"Sub cuentas de sub cuenta Aux";"KM COMAYAGUA 4 - ALL IN ONE"
